"Informant","Northern","SentenceID","read","Version","InformantGroup","UniqueNumb","type","Realization","Reflexive","Adverb","Subcondition","WordOrder","Comment"
"KO20","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sett meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO21","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sætte meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO22","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sett meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO25","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sett meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO26","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sætte meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO27","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æg sætte meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO28","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sett meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO29","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO30","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sætte meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO31","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sett meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO32","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sett meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"KO41","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"C",2101,"Read","Æ sett meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR003","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR004","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR009","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR011","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR024","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR025","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR028","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR030","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR031","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR039","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR040","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR041","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR043","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR049","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR211","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR001","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR005","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR006","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR008","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR010","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR013","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR014","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR015","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR016","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR017","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR018","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR020","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR021","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR022","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR023","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR027","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR037","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR038","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR042","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR044","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR045","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR046","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR047","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR048","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR056","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR205","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR206","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR210","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"D",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T200","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T201","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T202","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T203","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T204","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T205","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T206","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T207","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T208","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T210","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T211","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T213","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T214","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T218","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T222","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T223","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"A",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T301","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T302","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T303","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T304","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T305","no","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T307","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T308","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T309","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T310","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T311","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"T312","yes","ass.oft1","Jeg setter meg ofte lengst bak i bussen.",NA,"B",2101,"Read","Jeg setter meg ofte lengst bak i bussen.","Reflexive","ofte","BridgeV",NA,NA
"NOR031","no","ass.oft2","Æ sett mæ ofte fremst på forelesninga.",3,"D",2102,"Spoken","Sofie sa at ho ofte setter seg fremst på forelesninger.","Reflexive","ofte","BridgeV","AV",NA
"NOR211","no","ass.oft2","Æ sett mæ ofte fremst på forelesninga.",3,"D",2102,"Spoken","Sofie sa at hun ofte setter seg fremst på forelesninger.","Reflexive","ofte","BridgeV","AV",NA
"NOR008","yes","ass.oft2","Æ sett mæ ofte fremst på forelesninga.",3,"D",2102,"Spoken","Ho Sofie sa at ho ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"NOR013","yes","ass.oft2","Æ sett mæ ofte fremst på forelesninga.",3,"D",2102,"Spoken","Sofie sei at ho ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"NOR014","yes","ass.oft2","Æ sett mæ ofte fremst på forelesninga.",3,"D",2102,"Spoken","Sofie sa at ho satt seg ofte fremst på forelesninge.","Reflexive","ofte","BridgeV","VA",NA
"NOR023","yes","ass.oft2","Æ sett mæ ofte fremst på forelesninga.",3,"D",2102,"Spoken","Sofie sa at hun ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"NOR044","yes","ass.oft2","Æ sett mæ ofte fremst på forelesninga.",3,"D",2102,"Spoken","Ho Sofie sa at hu ofte sett seg fremst på forelesningen.","Reflexive","ofte","BridgeV","AV",NA
"NOR202","yes","ass.oft2","Æ sett mæ ofte fremst på forelesninga.",3,"D",2102,"Spoken","Sofie sa at ho ofte sette seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"NOR206","yes","ass.oft2","Æ sett mæ ofte fremst på forelesninga.",3,"D",2102,"Spoken","Sofie sier at ho ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO01","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sa at han ofte sett seg fremst på forelesninge.","Reflexive","ofte","BridgeV","AV",NA
"KO09","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Han Tor Håvard sa at han ofte sett seg fremst på forelesningen.","Reflexive","ofte","BridgeV","AV",NA
"KO10","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sa at han ofte sett seg fremst på forelesninge.","Reflexive","ofte","BridgeV","AV",NA
"KO13","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sa at han ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO15","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sa at han ofte sett seg fremst på forelesningen.","Reflexive","ofte","BridgeV","AV",NA
"KO18","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Håvard sier at han ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO20","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Han Tor Håvard seie at han sett seg oftest fremme på forelesninge.","Reflexive","ofte","BridgeV","OTHER","oftest"
"KO21","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sier at han ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO22","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sa at han ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO27","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Håvard sa at han ofte sett seg framst på forelesning.","Reflexive","ofte","BridgeV","AV",NA
"KO28","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sa at han bes.. bruke å sette sæ framst på forelesninga.","Reflexive","ofte","BridgeV","OTHER","drop adverb + added verb"
"KO32","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sa at han ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO41","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sa at han ofte sett seg fremst på forelesninge.","Reflexive","ofte","BridgeV","AV",NA
"KO44","yes","ass.oft2","Jeg setter meg ofte fremst på forelesninga.",3,"C",2102,"Spoken","Tor Håvard sa at han ofte sett seg fremst på forelesningen.","Reflexive","ofte","BridgeV","AV",NA
"KO01","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at ho sett seg ofte fremst på forelesningen.","Reflexive","ofte","BridgeV","VA",NA
"KO02","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at hun ofte setter seg fremst på forelesningen.","Reflexive","ofte","BridgeV","AV",NA
"KO03","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at hun ofte setter seg fremst på forelesningen.","Reflexive","ofte","BridgeV","AV",NA
"KO04","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at hun ofte setter seg fremst på forelesningen.","Reflexive","ofte","BridgeV","AV",NA
"KO09","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at hun ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO10","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at ho ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO12","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at ho ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO13","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at ho ofte sett seg fremst på forelesningen.","Reflexive","ofte","BridgeV","AV",NA
"KO14","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Ho Anne sier at ho ofte sett seg fremst på forelesninge.","Reflexive","ofte","BridgeV","AV",NA
"KO15","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at ho ofte sett seg fremst på forelesninga.","Reflexive","ofte","BridgeV","AV",NA
"KO16","yes","ass.oft2","Jeg setter meg ofte fremst på forelesningen.",2,"C",2102,"Produce","Anne sier at ho sette seg ofte fremst på forelesninga.","Reflexive","ofte","BridgeV","VA",NA
